UF,Idade,Sexo,Refeicao,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,caloria_total,nivel_caloria
SE,38,F,JANTAR,11.5,52.9,18.7,10.5,22.0,381.0,low,534.9,MEDIA
RO,70,F,ALMOCO,17.0,54.2,22.3,9.6,22.4,447.0,medium,594.3,MEDIA
PA,35,O,ALMOCO,8.9,75.5,18.0,12.6,30.8,529.0,medium,648.0,MEDIA
SE,51,F,ALMOCO,22.0,35.6,17.6,5.9,7.0,393.0,low,428.6,MEDIA
MS,69,F,CAFE DA MANHA,15.6,64.6,26.8,6.6,24.3,557.0,medium,672.4,MEDIA
AM,20,M,ALMOCO,18.7,33.5,20.5,16.0,25.6,430.0,medium,527.7,MEDIA
AC,65,M,CAFE DA MANHA,27.1,79.3,19.5,4.3,23.1,594.0,medium,702.1,ALTA
SE,36,F,LANCHE,56.9,50.0,20.3,1.3,8.0,556.0,medium,644.9,MEDIA
SE,61,F,ALMOCO,27.6,80.1,35.7,12.9,10.0,803.0,high,817.9,ALTA
RN,29,F,LANCHE,33.3,47.9,28.5,2.3,12.7,632.0,medium,636.7,MEDIA
AP,26,F,ALMOCO,27.2,48.3,22.7,6.8,13.7,485.0,medium,574.7,MEDIA
ES,67,M,JANTAR,24.6,53.7,9.6,8.9,18.2,454.0,medium,490.2,MEDIA
AL,68,M,JANTAR,11.3,28.4,22.3,8.7,25.2,412.0,medium,477.7,MEDIA
AL,79,F,ALMOCO,37.6,104.1,14.9,11.5,21.6,695.0,medium,810.3,ALTA
DF,60,M,CAFE DA MANHA,12.5,35.7,26.8,4.6,7.5,378.0,low,473.2,MEDIA
PR,47,F,LANCHE,46.0,27.7,20.4,7.2,14.5,501.0,medium,550.8,MEDIA
AL,30,F,CAFE DA MANHA,43.7,19.5,24.2,6.0,22.9,461.0,medium,574.2,MEDIA
TO,36,F,CAFE DA MANHA,29.7,44.4,0.0,14.2,13.1,330.0,low,377.2,BAIXA
MG,58,F,CAFE DA MANHA,21.0,49.2,29.4,11.5,2.0,533.0,medium,576.4,MEDIA
ES,39,F,JANTAR,28.2,34.2,14.0,4.9,26.8,382.0,low,492.6,MEDIA
PA,48,F,CAFE DA MANHA,29.3,43.3,19.7,13.1,14.7,485.0,medium,552.7,MEDIA
RO,28,M,ALMOCO,43.8,19.7,16.7,11.2,9.8,404.0,medium,465.9,MEDIA
GO,45,F,ALMOCO,19.7,43.5,29.8,5.6,20.2,500.0,medium,613.0,MEDIA
AL,32,F,LANCHE,10.9,24.0,35.4,7.0,18.3,480.0,medium,545.4,MEDIA
AL,25,M,ALMOCO,27.0,29.9,24.3,11.8,0.0,483.0,medium,469.9,MEDIA
SC,26,F,JANTAR,32.5,48.0,28.7,8.6,40.9,550.0,medium,761.1,ALTA
AM,50,F,LANCHE,38.8,83.5,12.3,5.0,5.6,652.0,medium,632.3,MEDIA
PI,41,M,ALMOCO,31.0,68.9,13.0,10.4,10.0,510.0,medium,577.4,MEDIA
MT,24,F,ALMOCO,35.1,52.0,8.4,0.0,5.6,425.0,medium,446.4,MEDIA
RS,50,O,JANTAR,37.5,54.5,20.0,9.3,12.2,534.0,medium,615.4,MEDIA
AL,28,F,LANCHE,31.4,45.7,20.8,14.3,0.0,548.0,medium,524.2,MEDIA
SP,18,M,ALMOCO,25.5,45.5,23.9,9.6,11.8,483.0,medium,565.5,MEDIA
RJ,26,F,ALMOCO,27.1,0.0,16.0,3.2,2.4,216.0,low,268.4,BAIXA
MG,46,O,CAFE DA MANHA,20.1,54.7,21.4,9.2,13.3,538.0,medium,563.4,MEDIA
CE,78,F,CAFE DA MANHA,20.4,54.1,25.6,9.4,0.0,480.0,medium,547.2,MEDIA
TO,33,M,CAFE DA MANHA,24.3,50.6,23.1,4.1,9.1,581.0,medium,552.1,MEDIA
GO,35,M,CAFE DA MANHA,30.0,45.1,19.0,13.0,22.1,436.0,medium,585.8,MEDIA
PA,33,F,CAFE DA MANHA,26.0,13.6,16.5,4.7,15.5,276.0,low,378.3,BAIXA
MT,40,M,JANTAR,39.0,32.0,7.8,6.9,33.7,368.0,low,502.8,MEDIA
DF,63,M,LANCHE,19.0,25.3,26.6,4.2,10.8,369.0,low,468.2,MEDIA
MS,38,M,JANTAR,22.9,50.7,18.3,1.4,25.7,430.0,medium,564.7,MEDIA
BA,59,F,LANCHE,30.0,69.1,22.6,6.8,17.5,566.0,medium,683.4,MEDIA
AC,74,F,LANCHE,6.6,65.6,16.3,11.4,2.8,445.0,medium,469.5,MEDIA
ES,77,F,CAFE DA MANHA,18.6,59.7,17.1,3.0,0.0,440.0,medium,473.1,MEDIA
AM,53,F,LANCHE,32.9,47.3,27.9,9.5,15.6,588.0,medium,653.3,MEDIA
MS,62,O,ALMOCO,24.0,21.1,19.1,15.1,0.0,348.0,low,382.5,BAIXA
SC,75,F,ALMOCO,17.5,58.1,16.1,4.9,20.2,499.0,medium,537.9,MEDIA
BA,67,M,JANTAR,27.5,79.4,21.5,11.6,0.0,639.0,medium,644.3,MEDIA
AC,36,F,JANTAR,11.6,61.4,12.9,6.9,0.0,450.0,medium,421.9,MEDIA
AP,26,M,CAFE DA MANHA,24.0,63.6,10.2,13.8,20.2,466.0,medium,550.6,MEDIA
PA,25,O,LANCHE,33.5,66.8,26.7,18.7,20.3,690.0,medium,760.1,ALTA
ES,73,M,CAFE DA MANHA,0.0,72.7,27.7,6.0,1.2,527.0,medium,556.9,MEDIA
PA,53,F,CAFE DA MANHA,22.7,85.1,21.4,5.0,0.0,654.0,medium,633.8,MEDIA
AC,36,F,CAFE DA MANHA,34.6,27.1,9.3,8.3,15.6,303.0,low,409.5,MEDIA
GO,39,M,CAFE DA MANHA,24.1,105.4,28.1,10.0,21.0,774.0,high,874.9,ALTA
MS,35,F,LANCHE,25.9,25.5,29.5,9.2,25.1,467.0,medium,589.9,MEDIA
MS,68,M,ALMOCO,35.0,42.5,22.4,8.2,12.9,560.0,medium,579.6,MEDIA
PB,56,M,CAFE DA MANHA,23.4,53.0,17.3,0.0,6.0,435.0,medium,485.3,MEDIA
RO,73,F,JANTAR,30.8,35.3,13.3,15.9,16.7,449.0,medium,482.7,MEDIA
MG,37,M,ALMOCO,32.1,10.0,29.9,13.5,12.1,481.0,medium,512.9,MEDIA
RR,47,F,ALMOCO,28.2,46.1,29.1,6.2,3.1,577.0,medium,583.9,MEDIA
PB,25,O,ALMOCO,14.0,66.7,19.0,6.4,10.9,494.0,medium,550.2,MEDIA
ES,79,M,ALMOCO,34.2,49.7,12.3,0.0,4.3,437.0,medium,463.5,MEDIA
DF,50,F,ALMOCO,24.1,46.3,21.5,12.0,10.0,463.0,medium,539.1,MEDIA
GO,52,F,LANCHE,10.6,49.6,29.6,9.4,0.0,433.0,medium,526.0,MEDIA
PE,44,F,JANTAR,25.2,41.3,21.0,8.4,17.5,381.0,low,541.8,MEDIA
DF,35,M,ALMOCO,25.3,47.0,7.9,12.3,24.5,341.0,low,482.9,MEDIA
SP,77,O,ALMOCO,11.1,25.0,4.5,1.7,32.8,192.0,low,319.5,BAIXA
MG,48,M,CAFE DA MANHA,38.8,49.1,31.8,7.8,18.7,688.0,medium,728.2,ALTA
SC,60,F,JANTAR,30.0,32.5,16.9,7.6,16.2,427.0,medium,482.1,MEDIA
RJ,20,F,ALMOCO,14.9,89.7,14.7,11.5,18.6,509.0,medium,648.1,MEDIA
MA,35,F,ALMOCO,37.8,79.1,15.0,6.1,5.1,575.0,medium,635.2,MEDIA
DF,68,M,JANTAR,28.0,73.4,11.9,13.3,16.6,480.0,medium,605.7,MEDIA
RS,23,M,LANCHE,9.5,70.9,23.6,12.7,10.1,500.0,medium,599.8,MEDIA
GO,24,F,CAFE DA MANHA,3.2,55.4,25.4,4.6,31.4,462.0,medium,597.8,MEDIA
DF,69,M,ALMOCO,17.7,54.6,24.5,13.3,15.3,503.0,medium,597.5,MEDIA
SE,37,F,ALMOCO,29.8,84.9,13.8,9.8,14.2,591.0,medium,659.4,MEDIA
PA,35,F,JANTAR,17.2,13.4,16.3,4.1,0.0,320.0,low,277.3,BAIXA
AL,53,F,ALMOCO,23.2,54.4,11.6,8.6,7.0,462.0,medium,460.0,MEDIA
PA,30,M,CAFE DA MANHA,29.3,17.5,17.9,12.8,12.0,366.0,low,421.9,MEDIA
MG,20,M,LANCHE,20.3,36.3,27.8,3.3,18.4,445.0,medium,556.8,MEDIA
SC,18,O,ALMOCO,28.4,77.0,10.2,1.8,19.9,528.0,medium,596.6,MEDIA
RN,22,M,CAFE DA MANHA,32.6,59.7,23.1,12.5,0.3,574.0,medium,603.3,MEDIA
CE,27,M,JANTAR,11.7,82.5,24.9,3.5,27.2,628.0,medium,716.7,ALTA
BA,61,M,CAFE DA MANHA,30.9,40.8,26.6,7.7,13.2,504.0,medium,594.4,MEDIA
PE,36,M,JANTAR,4.6,37.7,28.2,10.3,17.5,429.0,medium,513.6,MEDIA
AL,22,O,LANCHE,21.4,77.9,25.4,9.0,15.1,661.0,medium,704.2,ALTA
GO,18,M,CAFE DA MANHA,24.5,63.0,14.9,15.0,3.2,459.0,medium,526.9,MEDIA
AM,48,M,LANCHE,29.9,51.0,26.2,17.5,27.9,636.0,medium,706.0,ALTA
AC,70,F,LANCHE,17.0,45.6,19.2,3.2,17.5,466.0,medium,499.6,MEDIA
SP,39,M,LANCHE,35.6,76.3,28.0,13.2,21.2,703.0,high,810.8,ALTA
AP,22,M,LANCHE,24.4,30.2,14.1,5.4,16.9,370.0,low,423.7,MEDIA
AC,32,O,CAFE DA MANHA,29.9,42.4,13.0,5.6,16.6,453.0,medium,483.8,MEDIA
SE,49,F,CAFE DA MANHA,19.7,77.8,14.2,5.8,20.1,533.0,medium,609.8,MEDIA
CE,29,M,LANCHE,34.6,77.2,19.9,8.1,9.0,624.0,medium,678.5,MEDIA
RR,79,M,CAFE DA MANHA,30.5,30.6,29.0,11.0,11.6,463.0,medium,573.8,MEDIA
AC,66,M,CAFE DA MANHA,19.1,25.4,27.4,4.5,29.6,421.0,medium,552.0,MEDIA
BA,39,M,ALMOCO,12.9,37.4,18.7,12.5,15.1,340.0,low,454.9,MEDIA
AP,77,F,CAFE DA MANHA,22.1,50.3,19.3,10.2,10.5,448.0,medium,525.7,MEDIA
RN,38,F,LANCHE,21.8,18.7,34.4,5.3,12.9,471.0,medium,533.8,MEDIA
PE,26,F,JANTAR,13.1,46.3,24.0,3.8,13.1,464.0,medium,513.6,MEDIA
MG,77,F,JANTAR,14.8,47.7,25.3,7.3,24.9,496.0,medium,591.9,MEDIA
DF,78,M,CAFE DA MANHA,35.8,70.6,31.4,4.1,2.2,696.0,medium,725.2,ALTA
AP,37,O,ALMOCO,31.7,5.7,29.3,6.2,1.8,391.0,low,432.9,MEDIA
PR,55,F,JANTAR,18.4,81.8,20.8,10.9,0.0,605.0,medium,609.8,MEDIA
DF,28,M,ALMOCO,18.6,49.6,40.4,9.0,33.6,631.0,medium,788.8,ALTA
PR,58,F,LANCHE,41.6,69.9,4.2,8.6,20.7,437.0,medium,583.8,MEDIA
RJ,61,M,LANCHE,27.1,50.3,15.1,7.4,13.2,448.0,medium,513.1,MEDIA
RR,62,F,ALMOCO,41.4,66.4,20.5,5.5,17.0,602.0,medium,694.7,MEDIA
PA,53,F,ALMOCO,32.0,59.8,17.3,19.6,5.7,483.0,medium,584.9,MEDIA
AC,62,M,LANCHE,47.1,52.5,21.6,6.7,10.4,577.0,medium,647.8,MEDIA
ES,52,F,CAFE DA MANHA,11.3,43.9,30.8,2.4,18.8,511.0,medium,578.0,MEDIA
SC,69,M,JANTAR,9.4,29.9,16.8,15.0,30.3,341.0,low,459.6,MEDIA
PB,29,F,LANCHE,18.6,42.1,39.4,12.4,4.1,596.0,medium,638.6,MEDIA
PE,48,M,CAFE DA MANHA,27.6,31.4,9.7,11.4,11.1,287.0,low,390.5,BAIXA
MG,44,M,LANCHE,28.0,42.0,22.1,6.7,0.0,513.0,medium,492.3,MEDIA
BA,51,M,ALMOCO,12.8,60.0,19.4,11.4,10.5,450.0,medium,530.6,MEDIA
SP,26,F,CAFE DA MANHA,0.0,49.0,8.4,7.2,5.4,286.0,low,307.6,BAIXA
RS,38,M,JANTAR,19.5,25.8,23.4,11.7,25.7,389.0,low,518.0,MEDIA
TO,78,F,LANCHE,8.1,55.1,10.0,6.7,0.0,346.0,low,356.2,BAIXA
SC,24,M,LANCHE,35.8,44.4,33.8,10.8,22.9,574.0,medium,738.2,ALTA
ES,58,F,JANTAR,10.5,52.1,10.7,6.4,0.0,386.0,low,359.5,BAIXA
DF,59,M,ALMOCO,47.8,48.6,15.9,8.2,22.5,534.0,medium,635.1,MEDIA
DF,47,M,ALMOCO,22.5,63.9,26.8,10.8,8.9,577.0,medium,644.0,MEDIA
SP,20,O,CAFE DA MANHA,26.2,60.3,23.5,6.8,20.7,546.0,medium,653.9,MEDIA
PR,20,M,CAFE DA MANHA,24.5,57.2,9.8,8.2,17.7,357.0,low,502.2,MEDIA
MG,35,F,ALMOCO,32.7,53.9,16.2,9.1,22.7,549.0,medium,601.2,MEDIA
TO,24,F,ALMOCO,22.6,29.6,30.2,7.3,17.6,465.0,medium,565.6,MEDIA
PE,23,F,LANCHE,10.5,50.6,22.1,5.9,24.5,489.0,medium,553.1,MEDIA
SP,28,F,ALMOCO,23.6,14.4,5.0,8.7,13.7,232.0,low,269.2,BAIXA
TO,30,F,LANCHE,22.8,42.6,29.1,3.6,32.7,512.0,medium,661.5,MEDIA
AP,70,F,JANTAR,9.2,47.5,15.5,3.4,3.6,359.0,low,387.5,BAIXA
MA,58,F,JANTAR,22.6,44.5,21.7,12.0,6.2,460.0,medium,512.5,MEDIA
RN,19,F,ALMOCO,37.8,40.1,13.5,12.7,18.5,439.0,medium,532.5,MEDIA
RO,57,F,JANTAR,5.5,57.5,20.0,6.9,21.1,424.0,medium,530.2,MEDIA
BA,26,M,JANTAR,26.1,56.4,26.3,8.5,20.8,535.0,medium,666.9,MEDIA
GO,44,F,CAFE DA MANHA,17.8,57.8,18.6,14.0,16.2,495.0,medium,562.6,MEDIA
PB,20,M,ALMOCO,28.7,53.5,12.4,4.6,29.5,417.0,medium,567.6,MEDIA
RO,23,F,CAFE DA MANHA,26.1,46.6,23.0,6.5,15.1,494.0,medium,571.2,MEDIA
AM,26,O,LANCHE,28.7,21.9,24.1,9.5,25.6,422.0,medium,540.7,MEDIA
PE,45,O,LANCHE,7.4,46.3,23.5,9.6,0.0,422.0,medium,445.5,MEDIA
GO,47,F,ALMOCO,36.9,30.4,16.9,4.0,29.1,441.0,medium,545.7,MEDIA
CE,40,F,LANCHE,35.8,9.0,5.4,2.3,12.2,245.0,low,281.2,BAIXA
PA,57,F,ALMOCO,21.9,51.1,12.2,13.0,15.6,398.0,low,490.2,MEDIA
MS,63,M,ALMOCO,23.1,20.8,19.0,9.7,16.3,414.0,medium,431.2,MEDIA
PI,63,F,JANTAR,14.2,17.7,17.9,6.2,3.9,252.0,low,316.7,BAIXA
GO,54,M,JANTAR,31.9,49.8,39.9,6.4,6.6,656.0,medium,725.1,ALTA
RR,52,M,LANCHE,23.0,66.4,22.2,8.8,30.7,557.0,medium,697.8,MEDIA
AP,48,O,CAFE DA MANHA,39.4,75.8,17.1,7.2,12.1,608.0,medium,677.5,MEDIA
SC,32,F,CAFE DA MANHA,22.5,7.5,19.4,7.7,6.9,302.0,low,337.6,BAIXA
AC,48,F,CAFE DA MANHA,24.4,45.4,0.0,6.7,22.0,287.0,low,380.6,BAIXA
RN,18,M,ALMOCO,29.0,54.2,23.6,19.7,32.0,566.0,medium,712.6,ALTA
MA,78,F,CAFE DA MANHA,5.3,39.4,15.9,6.2,0.0,274.0,low,334.3,BAIXA
MT,41,M,JANTAR,28.3,83.1,32.3,3.4,14.0,686.0,medium,799.1,ALTA
AC,65,F,LANCHE,39.9,86.7,20.0,12.3,24.5,687.0,medium,809.0,ALTA
RJ,78,O,ALMOCO,27.8,52.6,22.7,10.0,29.3,566.0,medium,663.1,MEDIA
BA,49,M,ALMOCO,32.2,60.1,11.4,14.5,25.0,486.0,medium,600.8,MEDIA
PI,72,M,ALMOCO,21.5,35.5,46.3,8.6,14.6,673.0,medium,720.3,ALTA
RN,48,M,ALMOCO,16.3,52.1,18.8,0.5,20.2,429.0,medium,524.6,MEDIA
RR,26,M,LANCHE,14.6,47.4,8.1,15.8,26.4,325.0,low,458.1,MEDIA
RN,19,M,CAFE DA MANHA,14.4,60.8,15.7,15.0,19.7,433.0,medium,550.9,MEDIA
GO,26,M,JANTAR,20.2,44.6,9.0,11.2,10.0,309.0,low,402.6,MEDIA
RN,77,M,CAFE DA MANHA,15.6,85.4,11.6,0.0,0.0,583.0,medium,508.4,MEDIA
RR,47,M,ALMOCO,23.5,55.9,27.8,4.3,0.8,616.0,medium,579.6,MEDIA
GO,38,M,JANTAR,17.4,76.7,24.6,8.3,16.9,614.0,medium,682.0,MEDIA
AM,46,F,CAFE DA MANHA,32.7,59.8,13.7,6.1,30.6,468.0,medium,627.9,MEDIA
SP,34,M,CAFE DA MANHA,18.9,26.4,11.6,7.4,7.8,257.0,low,331.6,BAIXA
AM,72,F,LANCHE,43.9,64.3,12.6,5.6,24.8,520.0,medium,656.6,MEDIA
PE,80,M,ALMOCO,19.5,37.7,28.9,10.2,9.9,482.0,medium,548.9,MEDIA
DF,23,M,CAFE DA MANHA,30.1,50.6,23.9,7.8,21.6,471.0,medium,639.9,MEDIA
AM,63,M,CAFE DA MANHA,28.4,46.4,10.7,9.7,18.5,371.0,low,488.9,MEDIA
RS,39,F,CAFE DA MANHA,16.5,41.1,18.1,9.9,13.1,372.0,low,465.5,MEDIA
AM,20,M,ALMOCO,26.6,26.9,16.3,9.6,2.1,335.0,low,388.3,BAIXA
RJ,76,F,CAFE DA MANHA,37.6,30.2,26.3,16.1,7.5,534.0,medium,570.1,MEDIA
RJ,21,M,LANCHE,26.5,34.1,30.2,0.0,26.4,489.0,medium,619.8,MEDIA
AL,30,O,JANTAR,20.9,23.6,23.6,5.8,15.8,404.0,medium,465.2,MEDIA
BA,19,M,CAFE DA MANHA,11.6,88.4,24.3,9.6,16.4,630.0,medium,703.5,ALTA
RO,47,M,ALMOCO,29.7,53.2,15.3,2.0,23.5,447.0,medium,567.3,MEDIA
PA,55,F,CAFE DA MANHA,35.7,54.9,30.9,10.7,13.4,663.0,medium,715.5,ALTA
AM,38,M,ALMOCO,12.5,30.3,27.4,15.1,6.2,437.0,medium,472.8,MEDIA
TO,22,M,CAFE DA MANHA,25.4,81.6,19.6,5.7,20.3,642.0,medium,697.0,MEDIA
ES,25,F,LANCHE,20.0,45.7,15.7,7.9,12.8,433.0,medium,471.1,MEDIA
AC,76,M,ALMOCO,28.9,41.4,24.5,5.9,12.3,485.0,medium,562.7,MEDIA
SP,68,M,ALMOCO,28.5,36.8,21.2,8.5,21.5,434.0,medium,555.0,MEDIA
AC,77,M,LANCHE,24.7,4.3,33.9,3.2,20.6,414.0,medium,509.9,MEDIA
PB,51,M,JANTAR,16.8,28.9,16.4,12.6,0.0,325.0,low,355.6,BAIXA
TO,52,O,ALMOCO,24.1,63.3,18.9,12.6,12.2,482.0,medium,593.7,MEDIA
PR,67,F,CAFE DA MANHA,25.3,77.5,20.6,7.9,12.6,600.0,medium,662.8,MEDIA
PR,56,F,JANTAR,25.4,19.4,18.8,12.6,12.7,325.0,low,424.4,MEDIA
MT,45,M,ALMOCO,28.0,48.1,22.8,11.0,9.8,458.0,medium,570.8,MEDIA
AM,36,F,LANCHE,32.1,56.1,9.7,7.3,11.1,428.0,medium,499.1,MEDIA
PR,48,F,LANCHE,34.6,23.1,27.0,8.7,26.1,466.0,medium,595.6,MEDIA
SP,22,M,ALMOCO,21.2,50.5,20.2,5.2,17.8,463.0,medium,550.2,MEDIA
AP,30,F,CAFE DA MANHA,45.6,20.3,26.0,9.5,23.0,532.0,medium,608.6,MEDIA
SC,64,F,CAFE DA MANHA,36.5,70.3,15.0,9.1,14.4,574.0,medium,638.0,MEDIA
MS,72,F,ALMOCO,16.8,24.5,27.3,15.1,32.7,434.0,medium,571.9,MEDIA
PB,24,M,ALMOCO,9.7,14.1,17.4,11.1,4.3,241.0,low,291.2,BAIXA
BA,24,M,LANCHE,10.9,37.9,30.2,8.3,18.8,453.0,medium,558.8,MEDIA
PE,23,F,LANCHE,25.3,76.7,17.3,8.8,21.1,539.0,medium,665.7,MEDIA
BA,67,F,JANTAR,26.3,39.0,27.3,13.6,34.1,551.0,medium,670.5,MEDIA
ES,37,M,JANTAR,21.8,75.1,23.6,10.9,17.2,589.0,medium,690.6,MEDIA
RN,38,M,LANCHE,0.0,15.9,4.5,10.4,21.0,155.0,low,208.9,BAIXA
AL,18,F,CAFE DA MANHA,33.5,7.5,13.1,7.3,1.3,273.0,low,301.7,BAIXA
MG,79,M,ALMOCO,30.2,33.7,24.3,7.3,13.4,477.0,medium,542.5,MEDIA
PE,45,M,LANCHE,21.0,57.3,22.0,0.0,18.7,494.0,medium,586.0,MEDIA
AM,68,F,LANCHE,44.9,38.8,12.6,8.6,5.7,532.0,medium,488.2,MEDIA
ES,62,M,CAFE DA MANHA,19.9,48.0,17.7,17.9,19.1,447.0,medium,543.1,MEDIA
MA,26,M,LANCHE,23.4,67.8,32.6,9.2,11.9,718.0,high,724.2,ALTA
PI,68,M,ALMOCO,41.3,48.9,7.9,7.7,9.3,457.0,medium,484.5,MEDIA
TO,52,O,ALMOCO,40.4,51.9,14.2,3.1,15.8,510.0,medium,566.4,MEDIA
RR,56,M,JANTAR,29.2,23.1,20.0,0.0,19.5,381.0,low,467.2,MEDIA
CE,30,F,ALMOCO,26.9,65.8,26.9,14.7,0.0,590.0,medium,642.3,MEDIA
AC,71,O,ALMOCO,35.6,29.6,17.7,3.2,3.3,397.0,low,439.7,MEDIA
AL,76,F,LANCHE,37.0,36.1,28.2,8.5,20.8,540.0,medium,646.4,MEDIA
PE,43,F,LANCHE,27.1,46.0,30.6,11.7,3.2,573.0,medium,604.0,MEDIA
BA,23,F,CAFE DA MANHA,36.9,43.5,23.8,11.8,7.2,469.0,medium,588.2,MEDIA
DF,71,M,LANCHE,31.6,12.0,19.8,0.0,8.7,348.0,low,387.4,BAIXA
RR,73,F,ALMOCO,23.2,35.4,22.9,7.3,14.2,405.0,medium,511.9,MEDIA
SC,49,O,LANCHE,42.3,43.6,21.0,4.7,4.1,572.0,medium,558.4,MEDIA
RR,54,F,CAFE DA MANHA,25.1,54.3,6.2,8.8,4.2,368.0,low,407.8,MEDIA
DF,32,M,JANTAR,34.6,63.6,27.2,3.1,6.0,640.0,medium,667.8,MEDIA
PE,22,M,LANCHE,17.2,34.2,18.9,5.9,17.7,361.0,low,458.3,MEDIA
PE,77,F,ALMOCO,30.1,48.7,32.1,12.9,11.3,622.0,medium,675.1,MEDIA
CE,48,M,ALMOCO,24.4,45.6,8.3,10.9,3.7,404.0,medium,391.3,BAIXA
PB,35,F,ALMOCO,39.2,43.0,17.8,6.1,14.2,449.0,medium,558.0,MEDIA
PB,61,M,LANCHE,14.0,51.3,17.9,2.6,12.5,412.0,medium,477.5,MEDIA
MT,19,F,LANCHE,30.8,41.1,20.8,8.6,16.4,496.0,medium,557.6,MEDIA
RS,23,F,LANCHE,28.8,69.9,26.6,2.1,18.4,659.0,medium,712.0,ALTA
RJ,33,F,JANTAR,41.2,53.8,21.8,10.3,18.5,591.0,medium,670.8,MEDIA
PB,46,M,ALMOCO,20.4,38.7,28.1,16.5,0.0,535.0,medium,522.3,MEDIA
RN,41,F,LANCHE,35.4,57.2,18.4,4.1,4.5,491.0,medium,562.2,MEDIA
RS,29,M,ALMOCO,33.9,32.8,17.7,3.3,17.7,413.0,medium,503.5,MEDIA
PR,40,M,LANCHE,38.3,58.7,7.6,11.7,21.7,491.0,medium,566.6,MEDIA
ES,39,F,ALMOCO,9.8,42.5,16.0,12.3,5.2,398.0,low,398.6,BAIXA
RS,51,M,LANCHE,23.9,51.2,22.0,5.7,35.0,490.0,medium,649.8,MEDIA
RN,53,F,CAFE DA MANHA,36.7,22.7,30.5,4.2,17.9,527.0,medium,592.1,MEDIA
TO,73,M,CAFE DA MANHA,27.2,29.7,13.8,10.7,11.5,359.0,low,419.2,MEDIA
BA,68,M,ALMOCO,27.8,53.3,25.7,6.8,14.3,539.0,medium,626.5,MEDIA
MS,36,F,JANTAR,18.6,57.3,20.3,9.7,4.2,527.0,medium,522.5,MEDIA
SP,74,M,ALMOCO,16.2,70.6,22.2,9.9,16.7,535.0,medium,633.6,MEDIA
PA,50,F,ALMOCO,13.5,34.4,27.2,8.1,28.3,388.0,low,565.8,MEDIA
SE,29,F,ALMOCO,15.8,58.0,24.8,3.8,5.5,492.0,medium,548.0,MEDIA
AC,39,F,ALMOCO,12.7,67.3,19.1,9.9,28.9,457.0,medium,627.3,MEDIA
AC,64,F,JANTAR,45.9,83.6,29.3,3.8,18.9,744.0,high,864.9,ALTA
RO,69,F,JANTAR,9.2,65.0,5.4,3.8,16.9,308.0,low,420.6,MEDIA
MA,41,M,JANTAR,43.8,43.2,22.3,4.0,23.3,509.0,medium,649.9,MEDIA
PB,27,M,JANTAR,13.5,55.9,13.6,0.0,1.3,434.0,medium,405.2,MEDIA
MS,30,O,CAFE DA MANHA,18.3,47.5,13.8,13.2,4.5,371.0,low,431.8,MEDIA
MS,24,F,ALMOCO,40.0,34.1,33.3,4.6,19.4,653.0,medium,682.9,MEDIA
SE,62,F,LANCHE,25.6,62.5,21.7,6.5,10.2,559.0,medium,601.5,MEDIA
AP,49,F,LANCHE,43.0,33.7,9.1,5.2,0.0,396.0,low,399.1,BAIXA
RS,46,F,CAFE DA MANHA,33.2,21.9,21.3,8.1,8.2,403.0,medium,461.1,MEDIA
SP,60,M,LANCHE,20.4,65.8,21.5,0.3,31.7,583.0,medium,665.7,MEDIA
PI,70,F,CAFE DA MANHA,39.5,28.1,22.6,8.7,30.8,461.0,medium,614.4,MEDIA
MT,68,F,ALMOCO,35.3,74.9,27.4,4.5,0.0,749.0,high,696.4,MEDIA
BA,26,F,ALMOCO,8.1,82.0,9.7,13.3,33.5,406.0,medium,608.3,MEDIA
RJ,55,M,JANTAR,19.3,96.9,25.7,6.6,2.3,698.0,medium,718.5,ALTA
MG,73,M,LANCHE,33.9,81.7,13.4,8.4,27.6,543.0,medium,710.2,ALTA
BA,66,M,ALMOCO,34.2,47.9,24.2,12.7,20.0,502.0,medium,651.6,MEDIA
MA,38,F,JANTAR,11.3,72.4,21.9,9.2,18.4,561.0,medium,623.9,MEDIA
SE,42,F,JANTAR,16.2,41.5,30.0,8.1,34.8,514.0,medium,656.2,MEDIA
ES,74,M,ALMOCO,17.5,62.9,18.4,12.9,18.5,536.0,medium,587.0,MEDIA
BA,20,F,LANCHE,7.1,23.5,13.4,11.3,21.2,240.0,low,350.4,BAIXA
RJ,51,O,CAFE DA MANHA,8.7,42.3,26.3,0.9,3.4,377.0,low,456.1,MEDIA
CE,25,M,ALMOCO,32.8,55.4,17.6,11.8,19.8,498.0,medium,614.0,MEDIA
SP,74,F,CAFE DA MANHA,19.0,67.3,17.3,6.7,17.6,449.0,medium,584.7,MEDIA
SC,20,F,ALMOCO,37.3,80.9,5.9,1.8,29.0,536.0,medium,645.5,MEDIA
TO,19,M,ALMOCO,28.5,60.5,15.8,6.8,0.0,609.0,medium,511.8,MEDIA
SP,38,F,CAFE DA MANHA,30.4,102.8,15.4,7.2,14.7,680.0,medium,744.6,ALTA
DF,30,F,ALMOCO,17.8,71.4,21.0,8.0,24.5,537.0,medium,659.8,MEDIA
CE,49,M,LANCHE,17.5,97.3,27.2,16.3,25.4,740.0,high,838.2,ALTA
